#Exponential Decay
#TE=5,	TI=7,	cmax=1,	eta=0.001
#t,	NE,	NI
17189	0.002	0.0002
17190	0.0008	0.0004
17191	0.0058	0.0012
17192	0.0988	0.0272
17193	0.2372	0.0638
17194	0.1842	0.0414
17195	0.2108	0.0488
17196	0.1596	0.0392
17197	0.0886	0.0222
17198	0.0444	0.0114
17199	0.0192	0.0048
17200	0.009	0.0016
17201	0.0044	0.0008
17202	0.0012	0.0006
17203	0.004	0.0008
17204	0.0446	0.0114
17205	0.1682	0.0416
17206	0.289	0.0746
17207	0.2472	0.068
17208	0.1846	0.0486
17209	0.1182	0.0296
17210	0.0576	0.0146
17211	0.0272	0.0062
17212	0.0114	0.0032
17213	0.0046	0.0012
17214	0.0024	0.0004
17215	0.0024	0.0004
17216	0.0032	0.001
17217	0.02	0.0064
17218	0.1456	0.041
17219	0.215	0.0536
17220	0.286	0.0758
17221	0.2308	0.0618
17222	0.1312	0.035
17223	0.0706	0.019
17224	0.0362	0.0086
17225	0.0164	0.0036
17226	0.0064	0.0018
17227	0.0042	0.0012
17228	0.002	0.0008
17229	0.0046	0.0014
17230	0.0088	0.0024
17231	0.0612	0.0128
17232	0.4236	0.1096
17233	0.3092	0.0772
17234	0.2024	0.0492
17235	0.104	0.0234
17236	0.0502	0.0108
17237	0.0232	0.0048
17238	0.0084	0.0014
17239	0.0024	0.001
17240	0.0014	0.0002
17241	0.0016	0.0002
17242	0.0008	0
17243	0.0044	0.0008
17244	0.027	0.0048
17245	0.4314	0.1038
17246	0.4276	0.1068
17247	0.3138	0.077
17248	0.1688	0.0388
17249	0.083	0.019
17250	0.0346	0.0078
17251	0.0122	0.0034
17252	0.0036	0.0018
17253	0.0016	0.0004
17254	0.0008	0.0008
17255	0.001	0.0002
17256	0.0014	0.0004
17257	0.0016	0.0004
17258	0.0084	0.0016
17259	0.1616	0.0376
17260	0.4248	0.1036
17261	0.4194	0.105
17262	0.2446	0.0582
17263	0.1372	0.0322
17264	0.0646	0.0152
17265	0.0266	0.0054
17266	0.0104	0.002
17267	0.0044	0.001
17268	0.0026	0
17269	0.0012	0.0002
17270	0.001	0.0002
17271	0.0034	0.0006
17272	0.0258	0.0072
17273	0.2212	0.052
17274	0.435	0.106
17275	0.3982	0.0994
17276	0.312	0.0732
17277	0.196	0.0458
17278	0.0936	0.0218
17279	0.0422	0.0092
17280	0.0182	0.003
17281	0.0062	0.002
17282	0.0022	0.0008
17283	0.0014	0.0006
17284	0.0018	0
17285	0.014	0.003
17286	0.1886	0.0466
17287	0.3588	0.0846
17288	0.4528	0.1114
17289	0.3046	0.0756
17290	0.1696	0.0396
17291	0.0892	0.02
17292	0.0398	0.009
17293	0.014	0.0038
17294	0.0052	0.002
17295	0.0018	0.0006
17296	0.001	0.0002
17297	0.0026	0.0006
17298	0.0048	0.001
17299	0.0786	0.0222
17300	0.23	0.0558
17301	0.3342	0.0786
17302	0.3468	0.0854
17303	0.2492	0.0608
17304	0.1532	0.037
17305	0.0674	0.0172
17306	0.0318	0.0072
17307	0.0126	0.0032
17308	0.0056	0.0018
17309	0.0028	0.0008
17310	0.0018	0.0008
17311	0.0048	0.0024
17312	0.0108	0.0026
17313	0.1178	0.0266
17314	0.4122	0.1026
17315	0.367	0.0914
17316	0.274	0.0714
17317	0.1362	0.0328
17318	0.0636	0.0154
17319	0.0254	0.0054
17320	0.0102	0.0026
17321	0.003	0.0014
17322	0.002	0.0008
17323	0.0004	0.0004
17324	0.0008	0
17325	0.0042	0.001
17326	0.0114	0.0024
17327	0.2116	0.0582
17328	0.1996	0.0464
17329	0.3172	0.0802
17330	0.2454	0.0636
17331	0.1412	0.0336
17332	0.0738	0.0164
17333	0.0272	0.0064
17334	0.0124	0.0024
17335	0.0056	0.0018
17336	0.0022	0.0012
17337	0.002	0
17338	0.0054	0.0006
17339	0.0036	0.0006
17340	0.0088	0.001
17341	0.1776	0.0506
17342	0.1696	0.0418
17343	0.216	0.0518
17344	0.237	0.0592
17345	0.1496	0.0348
17346	0.1024	0.0252
17347	0.0518	0.0116
17348	0.0206	0.0054
17349	0.0094	0.002
17350	0.0042	0.0008
17351	0.0028	0.0004
17352	0.0138	0.003
17353	0.0454	0.0118
17354	0.163	0.0414
17355	0.324	0.0844
17356	0.1722	0.0428
17357	0.1184	0.0266
17358	0.0622	0.0148
17359	0.0282	0.0072
17360	0.0112	0.0022
17361	0.0068	0.0004
17362	0.0036	0.0004
17363	0.001	0.0002
17364	0.0012	0.0006
17365	0.0014	0.0002
17366	0.0154	0.003
17367	0.2552	0.0606
17368	0.4822	0.1172
17369	0.3528	0.0876
17370	0.1898	0.0464
17371	0.0982	0.0246
17372	0.0424	0.0094
17373	0.0148	0.0024
17374	0.0072	0.0014
17375	0.003	0
17376	0.0006	0
17377	0.0006	0.0004
17378	0.0004	0.001
17379	0.0018	0.0002
17380	0.0032	0.0008
17381	0.0472	0.0132
17382	0.1986	0.0458
17383	0.409	0.0982
17384	0.376	0.095
17385	0.1972	0.0466
17386	0.1086	0.0246
17387	0.052	0.013
17388	0.0208	0.004
17389	0.0076	0.0014
17390	0.0034	0.0008
17391	0.002	0.0002
17392	0.0012	0.0004
17393	0.001	0.0002
17394	0.003	0.0006
17395	0.015	0.005
17396	0.1364	0.0328
17397	0.3458	0.0858
17398	0.3278	0.0822
17399	0.2492	0.0616
17400	0.1522	0.0374
17401	0.0774	0.021
17402	0.035	0.0064
17403	0.0146	0.0028
17404	0.0056	0.0014
17405	0.0034	0.0008
17406	0.0018	0.0008
17407	0.0024	0.0006
17408	0.0102	0.0006
17409	0.2286	0.049
17410	0.5618	0.143
17411	0.364	0.0862
17412	0.2228	0.054
17413	0.1122	0.0258
17414	0.0494	0.009
17415	0.0184	0.0038
17416	0.005	0.0016
17417	0.0018	0.0004
17418	0.0018	0
17419	0.0006	0.0004
17420	0.0016	0.0004
17421	0.005	0.0012
17422	0.0548	0.017
17423	0.1656	0.039
17424	0.3452	0.0832
17425	0.3404	0.0812
17426	0.24	0.062
17427	0.1316	0.0342
17428	0.0586	0.0178
17429	0.0236	0.0076
17430	0.0102	0.0022
17431	0.0062	0.0006
17432	0.0014	0.0006
17433	0.0014	0.0002
17434	0.0024	0.0004
17435	0.0046	0.0014
17436	0.0224	0.0048
17437	0.2996	0.0714
17438	0.4702	0.1156
17439	0.3096	0.0748
17440	0.1952	0.0472
17441	0.0954	0.0212
17442	0.038	0.0094
17443	0.0126	0.003
17444	0.0048	0.001
17445	0.0018	0.0004
17446	0.0008	0
17447	0.0004	0.0004
17448	0.0008	0.0002
17449	0.0008	0.0002
17450	0.0006	0.0004
17451	0.0016	0.0002
17452	0.0108	0.0038
17453	0.1134	0.0282
17454	0.3118	0.0778
17455	0.3466	0.09
17456	0.2312	0.0594
17457	0.1476	0.0376
17458	0.0732	0.02
17459	0.0312	0.0076
17460	0.0124	0.0028
17461	0.0044	0.0004
17462	0.0022	0.0002
17463	0.0006	0.0002
17464	0.001	0.0002
17465	0.0036	0.0006
17466	0.0354	0.0092
17467	0.2756	0.0676
17468	0.3802	0.0956
17469	0.3622	0.0858
17470	0.2636	0.0612
17471	0.166	0.0368
17472	0.076	0.017
17473	0.0324	0.0074
17474	0.015	0.0032
17475	0.0048	0.0018
17476	0.0022	0.0002
17477	0.0014	0.0002
17478	0.0046	0.0008
17479	0.0322	0.0078
17480	0.2728	0.06
17481	0.5372	0.1288
17482	0.3858	0.095
17483	0.2306	0.06
17484	0.1198	0.0304
17485	0.0516	0.0122
17486	0.0186	0.004
17487	0.0068	0.0016
17488	0.003	0
17489	0.0016	0.0002
17490	0.0004	0.0002
17491	0.0004	0.0006
17492	0.0024	0.0002
17493	0.0128	0.0034
17494	0.2034	0.052
17495	0.3216	0.0752
17496	0.3602	0.087
17497	0.265	0.0632
17498	0.1464	0.0364
17499	0.0758	0.019
17500	0.03	0.0066
17501	0.011	0.0024
17502	0.0046	0.0012
17503	0.0014	0.0006
17504	0.0008	0.0002
17505	0.0016	0.0002
17506	0.0058	0.0016
17507	0.0316	0.0076
17508	0.2548	0.064
17509	0.3008	0.0764
17510	0.2182	0.0572
17511	0.1152	0.0308
17512	0.0588	0.0136
17513	0.029	0.0056
17514	0.0114	0.002
17515	0.0042	0.001
17516	0.0018	0.0002
17517	0.0012	0.0002
17518	0.0014	0.0004
17519	0.0016	0.0002
17520	0.01	0.001
17521	0.31	0.0752
17522	0.4036	0.1002
17523	0.35	0.0898
17524	0.2434	0.061
17525	0.136	0.0328
17526	0.0652	0.0146
17527	0.0244	0.0058
17528	0.0104	0.0024
17529	0.0036	0.0002
17530	0.0022	0.0004
17531	0.0008	0.0002
17532	0.0022	0.0002
17533	0.0148	0.003
17534	0.255	0.0616
17535	0.416	0.1016
17536	0.3672	0.092
17537	0.212	0.0514
17538	0.1164	0.027
17539	0.0576	0.0108
17540	0.024	0.0058
17541	0.0078	0.0018
17542	0.0032	0.0008
17543	0.0014	0
17544	0.002	0.0002
17545	0.0022	0.0002
17546	0.0054	0.001
17547	0.089	0.0254
17548	0.1976	0.0462
17549	0.3502	0.0874
17550	0.2876	0.074
17551	0.1938	0.048
17552	0.0928	0.0244
17553	0.0454	0.0108
17554	0.0174	0.0042
17555	0.007	0.0022
17556	0.0024	0.0006
17557	0.0014	0.0002
17558	0.0018	0.0004
17559	0.003	0.0002
17560	0.0066	0.0026
17561	0.0418	0.0078
17562	0.422	0.0982
17563	0.497	0.1298
17564	0.2374	0.0574
17565	0.134	0.0324
17566	0.06	0.0162
17567	0.0222	0.0046
17568	0.0092	0.0016
17569	0.0042	0.0012
17570	0.0018	0.0004
17571	0.0006	0.0004
17572	0.0008	0.0004
17573	0.0012	0
17574	0.0008	0.0004
17575	0.0022	0.0006
17576	0.028	0.0076
17577	0.2296	0.0544
17578	0.4396	0.1086
17579	0.3376	0.0844
17580	0.223	0.0544
17581	0.122	0.0282
17582	0.0568	0.0126
17583	0.0226	0.0046
17584	0.0102	0.0014
17585	0.004	0.0006
17586	0.0012	0
17587	0.0008	0
17588	0.001	0.0002
17589	0.0092	0.0022
17590	0.1348	0.0362
17591	0.241	0.0624
17592	0.294	0.0752
17593	0.2528	0.0652
17594	0.1318	0.032
17595	0.0702	0.0164
17596	0.0362	0.009
17597	0.0152	0.0024
17598	0.005	0.0012
17599	0.002	0
17600	0.0014	0.0006
17601	0.001	0
17602	0.0022	0.0006
17603	0.006	0.0024
17604	0.0838	0.0216
17605	0.2928	0.0724
17606	0.3504	0.0852
17607	0.2624	0.068
17608	0.1694	0.0416
17609	0.0952	0.0224
17610	0.0428	0.008
17611	0.0186	0.0038
17612	0.008	0.0012
17613	0.003	0.0006
17614	0.001	0.0004
17615	0.0002	0.0004
17616	0.0024	0.0002
17617	0.0122	0.0038
17618	0.1494	0.0386
17619	0.2796	0.0694
17620	0.303	0.0738
17621	0.307	0.077
17622	0.1782	0.0442
17623	0.0854	0.02
17624	0.0406	0.0114
17625	0.0164	0.0046
17626	0.0058	0.0008
17627	0.0032	0.0004
17628	0.0012	0.0002
17629	0.0018	0.0004
17630	0.0116	0.003
17631	0.0528	0.0134
17632	0.282	0.0666
17633	0.4184	0.105
17634	0.3302	0.0804
17635	0.2682	0.066
17636	0.1504	0.0378
17637	0.0716	0.0182
17638	0.0276	0.007
17639	0.0116	0.0018
17640	0.0042	0.0004
17641	0.002	0
17642	0.002	0
17643	0.0048	0.001
17644	0.0338	0.0124
17645	0.0862	0.0216
17646	0.2024	0.0458
17647	0.3376	0.0824
17648	0.304	0.076
17649	0.195	0.0446
17650	0.121	0.0248
17651	0.0572	0.0116
17652	0.0214	0.005
17653	0.0084	0.0024
17654	0.0026	0.001
17655	0.0024	0.001
17656	0.0016	0.0004
17657	0.0014	0.0004
17658	0.0038	0.0026
17659	0.0138	0.0016
17660	0.2098	0.0536
17661	0.3262	0.0782
17662	0.3358	0.0818
17663	0.2536	0.064
17664	0.1464	0.035
17665	0.0752	0.0176
17666	0.0362	0.0074
17667	0.0144	0.0028
17668	0.0056	0.001
17669	0.0032	0.0008
17670	0.0014	0.0006
17671	0.0028	0.0002
17672	0.0158	0.0036
17673	0.2192	0.0518
17674	0.4444	0.1088
17675	0.3528	0.085
17676	0.2058	0.0518
17677	0.0946	0.0212
17678	0.0458	0.01
17679	0.018	0.0044
17680	0.0058	0.0014
17681	0.0036	0.0006
17682	0.0024	0
17683	0.0012	0
17684	0.0016	0
17685	0.0076	0.0022
17686	0.1006	0.0272
17687	0.244	0.061
17688	0.3334	0.0812
17689	0.3134	0.0818
17690	0.1804	0.0448
17691	0.0952	0.0216
17692	0.0454	0.0096
17693	0.018	0.0046
17694	0.007	0.002
17695	0.002	0.0006
17696	0.0018	0.0006
17697	0.0018	0.0004
17698	0.0044	0.0018
17699	0.0144	0.0038
17700	0.1866	0.0508
17701	0.2434	0.0606
17702	0.1982	0.048
17703	0.1744	0.041
17704	0.1102	0.0254
17705	0.059	0.0122
17706	0.0306	0.0052
17707	0.013	0.003
17708	0.0054	0.001
17709	0.0032	0.0002
17710	0.0012	0
17711	0.0054	0
17712	0.0558	0.0134
17713	0.309	0.0736
17714	0.4126	0.1038
17715	0.2876	0.0718
17716	0.1992	0.0488
17717	0.1066	0.0252
17718	0.049	0.0122
17719	0.0224	0.0042
17720	0.0062	0.0014
17721	0.0012	0.0004
17722	0.0008	0.0006
17723	0.0012	0
17724	0.0012	0.0006
17725	0.0186	0.0078
17726	0.0848	0.0206
17727	0.2628	0.0666
17728	0.2908	0.0716
17729	0.2444	0.0608
17730	0.1634	0.0398
17731	0.0946	0.0228
17732	0.0488	0.0118
17733	0.0216	0.0054
17734	0.0076	0.0018
17735	0.0032	0.0006
17736	0.002	0.0002
17737	0.0006	0
17738	0.0068	0.0016
17739	0.0306	0.0086
17740	0.1998	0.0534
17741	0.2168	0.0546
17742	0.1864	0.0422
17743	0.1644	0.0374
17744	0.116	0.026
17745	0.0568	0.0142
17746	0.0268	0.0074
17747	0.01	0.002
17748	0.0062	0.0002
17749	0.0022	0.0004
17750	0.0012	0.0004
17751	0.0086	0.0012
17752	0.0712	0.0178
17753	0.288	0.0736
17754	0.2918	0.071
17755	0.248	0.058
17756	0.1684	0.0404
17757	0.0978	0.024
17758	0.0478	0.0086
17759	0.0202	0.0038
17760	0.0068	0.0022
17761	0.003	0.0008
17762	0.0028	0.0002
17763	0.0016	0.0002
17764	0.007	0.002
17765	0.045	0.0128
17766	0.1814	0.0446
17767	0.2878	0.0706
17768	0.2596	0.0648
17769	0.2014	0.0538
17770	0.0996	0.0258
17771	0.041	0.0096
17772	0.0166	0.004
17773	0.0068	0.0014
17774	0.0032	0.001
17775	0.0012	0.0002
17776	0.0008	0.0006
17777	0.0008	0.0002
17778	0.006	0.002
17779	0.0406	0.011
17780	0.2176	0.0514
17781	0.3818	0.0928
17782	0.3826	0.0978
17783	0.2338	0.052
17784	0.1356	0.0326
17785	0.065	0.0168
17786	0.027	0.0072
17787	0.0106	0.0028
17788	0.0038	0.0008
17789	0.0026	0.0006
17790	0.0012	0.0002
17791	0.0018	0.0002
17792	0.0036	0.001
17793	0.0444	0.0082
17794	0.4724	0.1214
17795	0.2864	0.0694
17796	0.2512	0.0586
17797	0.1448	0.0346
17798	0.0638	0.0138
17799	0.0224	0.0044
17800	0.009	0.002
17801	0.0032	0.0016
17802	0.0012	0.0006
17803	0.0014	0.0002
17804	0.0002	0.0002
17805	0.01	0.0026
17806	0.1172	0.0302
17807	0.3094	0.0722
17808	0.4574	0.1096
17809	0.3722	0.0924
17810	0.2346	0.0554
17811	0.1258	0.0268
17812	0.0562	0.0132
17813	0.0244	0.006
17814	0.0076	0.0026
17815	0.002	0.0012
17816	0.002	0.0008
17817	0.0008	0.0006
17818	0.0022	0.0006
17819	0.008	0.0014
17820	0.1774	0.0434
17821	0.3646	0.091
17822	0.3614	0.0856
17823	0.2816	0.0686
17824	0.1644	0.0418
17825	0.0846	0.0196
17826	0.0356	0.009
17827	0.0132	0.0022
17828	0.0056	0.0008
17829	0.0024	0.0006
17830	0.002	0.0006
17831	0.0012	0.0002
17832	0.0098	0.0042
17833	0.0694	0.0196
17834	0.1922	0.0568
17835	0.1356	0.036
17836	0.1186	0.0292
17837	0.0846	0.0222
17838	0.0466	0.0108
17839	0.0248	0.005
17840	0.0118	0.0022
17841	0.0046	0.0014
17842	0.0032	0.0006
17843	0.0018	0.001
17844	0.0022	0
17845	0.0128	0.0032
17846	0.1154	0.0284
17847	0.3342	0.0846
17848	0.2772	0.0718
17849	0.231	0.0588
17850	0.1466	0.038
17851	0.0736	0.0198
17852	0.0366	0.0106
17853	0.0156	0.0034
17854	0.0078	0.0018
17855	0.0016	0.0008
17856	0.0008	0.0008
17857	0.0004	0.0006
17858	0.0108	0.002
17859	0.1664	0.0396
17860	0.4358	0.1094
17861	0.3516	0.0868
17862	0.242	0.0578
17863	0.14	0.0324
17864	0.0644	0.017
17865	0.0252	0.0072
17866	0.0086	0.0022
17867	0.004	0.001
17868	0.002	0.0008
17869	0.0022	0.0002
17870	0.001	0.0004
17871	0.0094	0.0026
17872	0.1464	0.0384
17873	0.2752	0.068
17874	0.3084	0.0752
17875	0.2856	0.071
17876	0.156	0.0372
17877	0.0766	0.0194
17878	0.0366	0.0096
17879	0.015	0.0036
17880	0.006	0.0014
17881	0.003	0.0008
17882	0.0016	0
17883	0.0024	0.0012
17884	0.003	0.0018
17885	0.0096	0.0024
17886	0.1486	0.0316
17887	0.493	0.12
17888	0.386	0.0944
17889	0.2462	0.0612
17890	0.1254	0.0302
17891	0.0546	0.0122
17892	0.0236	0.0044
17893	0.009	0.0016
17894	0.0026	0.0006
17895	0.0018	0
17896	0.0014	0
17897	0.0004	0
17898	0.0038	0.001
17899	0.0172	0.0024
17900	0.4016	0.0986
17901	0.401	0.0954
17902	0.3414	0.0848
17903	0.1872	0.046
17904	0.0976	0.0236
17905	0.0444	0.0096
17906	0.0144	0.0034
17907	0.0044	0.0016
17908	0.0016	0.0006
17909	0.0014	0
17910	0.0008	0.0004
17911	0.0016	0.0008
17912	0.0022	0.0008
17913	0.0198	0.0044
17914	0.2814	0.077
17915	0.231	0.0586
17916	0.2154	0.0496
17917	0.1798	0.0402
17918	0.0844	0.0194
17919	0.0404	0.0088
17920	0.0186	0.0048
17921	0.0076	0.0028
17922	0.0036	0.0008
17923	0.0018	0.0002
17924	0.0008	0
17925	0.0094	0.002
17926	0.0536	0.0134
17927	0.2562	0.0636
17928	0.3562	0.091
17929	0.2744	0.0714
17930	0.1902	0.0462
17931	0.1022	0.026
17932	0.0498	0.0114
17933	0.0222	0.0046
17934	0.0088	0.0022
17935	0.0046	0.001
17936	0.0014	0.0006
17937	0.0014	0.0002
17938	0.0012	0.0018
17939	0.0112	0.003
17940	0.1518	0.0418
17941	0.2002	0.0516
17942	0.262	0.06
17943	0.2632	0.0692
17944	0.0968	0.0218
17945	0.0498	0.0112
17946	0.0202	0.005
17947	0.0088	0.0018
17948	0.0032	0.0012
17949	0.0024	0.0008
17950	0.0018	0.0008
17951	0.0028	0.001
17952	0.006	0.0022
17953	0.0188	0.0042
17954	0.3164	0.087
17955	0.2166	0.0486
17956	0.2854	0.0668
17957	0.2308	0.0546
17958	0.1172	0.026
17959	0.0562	0.0122
17960	0.025	0.0054
17961	0.0074	0.0022
17962	0.0028	0.0006
17963	0.001	0
17964	0.0014	0.0002
17965	0.021	0.0054
17966	0.0922	0.023
17967	0.3098	0.0816
17968	0.2766	0.0708
17969	0.21	0.0552
17970	0.129	0.0324
17971	0.0692	0.0194
17972	0.0318	0.007
17973	0.0116	0.0018
17974	0.0052	0.001
17975	0.001	0.0004
17976	0.001	0.0002
17977	0.0014	0.0002
17978	0.0062	0.0008
17979	0.0602	0.0118
17980	0.4658	0.1136
17981	0.4458	0.1088
17982	0.3122	0.0754
17983	0.18	0.0418
17984	0.0858	0.0204
17985	0.0386	0.01
17986	0.015	0.0034
17987	0.0044	0.0014
17988	0.0026	0.0004
17989	0.0008	0.0002
17990	0.0006	0
17991	0.0026	0.0006
17992	0.008	0.0026
17993	0.1346	0.0366
17994	0.2438	0.0552
17995	0.398	0.096
17996	0.3116	0.0746
17997	0.1844	0.0464
17998	0.0968	0.0218
17999	0.0446	0.0122
18000	0.0184	0.005
18001	0.007	0.002
18002	0.0022	0.001
18003	0.001	0.0008
18004	0.0026	0.0004
18005	0.003	0.0002
18006	0.006	0.0022
18007	0.0812	0.0224
18008	0.2088	0.0546
18009	0.213	0.052
18010	0.2154	0.0522
18011	0.1518	0.038
18012	0.0802	0.019
18013	0.039	0.0108
18014	0.018	0.006
18015	0.0088	0.0022
18016	0.0036	0.0014
18017	0.0018	0.0006
18018	0.0026	0.001
18019	0.0132	0.0018
18020	0.1122	0.0288
18021	0.3202	0.083
18022	0.2832	0.0702
18023	0.2102	0.052
18024	0.126	0.0292
18025	0.0624	0.0122
18026	0.0252	0.0038
18027	0.0098	0.0014
18028	0.0042	0.0008
18029	0.0018	0.0006
18030	0.0006	0.0004
18031	0.001	0.0006
18032	0.0056	0.0026
18033	0.0358	0.0078
18034	0.2726	0.0642
18035	0.4408	0.1058
18036	0.413	0.0948
18037	0.326	0.0768
18038	0.1594	0.036
18039	0.0752	0.0166
18040	0.0304	0.0064
18041	0.0108	0.0022
18042	0.0046	0.0006
18043	0.002	0.0002
18044	0.0014	0.0006
18045	0.0012	0.0006
18046	0.0082	0.002
18047	0.078	0.0212
18048	0.2556	0.062
18049	0.406	0.0976
18050	0.285	0.0706
18051	0.1442	0.0364
18052	0.077	0.0146
18053	0.0348	0.0074
18054	0.0118	0.003
18055	0.0042	0.0016
18056	0.0014	0.0002
18057	0.0004	0.0004
18058	0.0004	0.0006
18059	0.001	0.0002
18060	0.0024	0.0004
18061	0.0172	0.004
18062	0.2492	0.0676
18063	0.2024	0.0552
18064	0.1348	0.032
18065	0.0836	0.0198
18066	0.0416	0.0092
18067	0.0192	0.0048
18068	0.0076	0.0024
18069	0.0022	0.0012
18070	0.0014	0.0004
18071	0.0014	0.0002
18072	0.0006	0.0004
18073	0.0028	0.0004
18074	0.0094	0.002
18075	0.1924	0.0498
18076	0.3158	0.0782
18077	0.2474	0.0602
18078	0.153	0.033
18079	0.0684	0.0156
18080	0.0294	0.0072
18081	0.0102	0.0032
18082	0.0042	0.0014
18083	0.0018	0.0004
18084	0.0008	0.0002
18085	0.0016	0.0006
18086	0.001	0.0006
18087	0.0026	0.001
18088	0.01	0.0028
18089	0.1402	0.0368
18090	0.2856	0.0768
18091	0.2614	0.0676
18092	0.2266	0.0584
18093	0.1306	0.033
18094	0.0694	0.0176
18095	0.0294	0.0064
18096	0.0154	0.003
18097	0.0072	0.0016
18098	0.0028	0.0004
18099	0.0026	0.0002
18100	0.0016	0.0002
18101	0.0106	0.0018
18102	0.1164	0.0308
18103	0.2974	0.0668
18104	0.4222	0.1044
18105	0.3594	0.0884
18106	0.2354	0.0568
18107	0.1284	0.031
18108	0.0616	0.013
18109	0.0236	0.005
18110	0.007	0.0018
18111	0.0042	0.0008
18112	0.0018	0.0002
18113	0.0022	0.0006
18114	0.0022	0.0014
18115	0.007	0.002
18116	0.0652	0.021
18117	0.0978	0.019
18118	0.338	0.0798
18119	0.3788	0.0918
18120	0.2908	0.0716
18121	0.214	0.0526
18122	0.119	0.0304
18123	0.0578	0.0156
18124	0.0234	0.0052
18125	0.01	0.0024
18126	0.0032	0.0008
18127	0.0026	0.0004
18128	0.0014	0.0002
18129	0.0058	0.0022
18130	0.0586	0.0152
18131	0.2534	0.0642
18132	0.2718	0.0634
18133	0.3082	0.0734
18134	0.212	0.0538
18135	0.1334	0.0326
18136	0.071	0.0182
18137	0.034	0.0074
18138	0.0148	0.003
18139	0.0066	0.0016
18140	0.0038	0.001
18141	0.0022	0.0006
18142	0.0112	0.0034
18143	0.0318	0.0084
18144	0.227	0.0574
18145	0.272	0.0704
18146	0.2612	0.0634
18147	0.1898	0.0444
18148	0.103	0.024
18149	0.0508	0.01
18150	0.024	0.0054
18151	0.01	0.0024
18152	0.0036	0.0006
18153	0.0014	0.0002
18154	0.0012	0.0004
18155	0.002	0.0006
18156	0.006	0.0014
18157	0.0734	0.0168
18158	0.418	0.1046
18159	0.386	0.0944
18160	0.3322	0.0818
18161	0.1836	0.046
18162	0.097	0.0206
18163	0.0416	0.0094
18164	0.014	0.0038
18165	0.005	0.0014
18166	0.0016	0.0004
18167	0.0012	0
18168	0.001	0
18169	0.0044	0.0012
18170	0.017	0.0046
18171	0.1982	0.0532
18172	0.2502	0.0658
18173	0.1934	0.0542
18174	0.1056	0.0266
18175	0.0576	0.0162
18176	0.029	0.0068
18177	0.0124	0.003
18178	0.006	0.0014
18179	0.0022	0.0004
18180	0.001	0.0004
18181	0.0006	0.0006
18182	0.0022	0.0002
18183	0.0088	0.0018
18184	0.1874	0.0456
18185	0.3954	0.0988
18186	0.3368	0.0824
18187	0.1994	0.053
18188	0.1064	0.0254
18189	0.0458	0.0116
18190	0.02	0.0046
18191	0.008	0.0012
18192	0.0034	0.0006
18193	0.0002	0.0002
18194	0.0014	0
18195	0.001	0.0002
18196	0.0032	0.0012
18197	0.0224	0.0074
18198	0.1298	0.0294
18199	0.3572	0.0902
18200	0.3022	0.0728
18201	0.2274	0.0582
18202	0.1244	0.0324
18203	0.0622	0.015
18204	0.0276	0.0068
18205	0.01	0.0026
18206	0.0024	0.0008
18207	0.001	0
18208	0.001	0
18209	0.0008	0.0002
18210	0.0048	0.0024
18211	0.023	0.0054
18212	0.2458	0.0666
18213	0.2028	0.0476
18214	0.2702	0.0668
18215	0.187	0.0456
18216	0.1034	0.0244
18217	0.0484	0.0118
18218	0.0218	0.0044
18219	0.0072	0.0018
18220	0.003	0.0008
18221	0.0024	0.0004
18222	0.002	0.0002
18223	0.01	0.0026
18224	0.0174	0.0032
18225	0.1988	0.0492
18226	0.3736	0.0886
18227	0.3774	0.0928
18228	0.2628	0.0638
18229	0.161	0.0378
18230	0.0818	0.0206
18231	0.0308	0.0074
18232	0.0114	0.0034
18233	0.0048	0.0018
18234	0.002	0.0004
18235	0.0008	0.0004
18236	0.0012	0.0002
18237	0.0044	0.0006
18238	0.0376	0.0092
18239	0.2974	0.075
18240	0.359	0.0854
18241	0.2988	0.0748
18242	0.1762	0.0448
18243	0.0922	0.0224
18244	0.0464	0.0112
18245	0.0214	0.0042
18246	0.0074	0.002
18247	0.0044	0.001
18248	0.0014	0.0004
18249	0.0008	0.0004
18250	0.0028	0.001
18251	0.0138	0.0016
18252	0.3454	0.0858
18253	0.3712	0.0984
18254	0.2284	0.0628
18255	0.1314	0.0306
18256	0.0658	0.0134
18257	0.0278	0.0052
18258	0.01	0.0016
18259	0.005	0.0006
18260	0.0026	0
18261	0.0016	0
18262	0.0006	0.0006
18263	0.0018	0.0002
18264	0.0058	0.002
18265	0.1106	0.0256
18266	0.403	0.1062
18267	0.2532	0.0636
18268	0.1836	0.0426
18269	0.0936	0.0234
18270	0.0454	0.01
18271	0.0166	0.0042
18272	0.007	0.0022
18273	0.0024	0.0004
18274	0.001	0
18275	0.0014	0
18276	0.0004	0
18277	0.0124	0.0024
18278	0.2156	0.0506
18279	0.438	0.1108
18280	0.3122	0.078
18281	0.1746	0.043
18282	0.0922	0.0202
18283	0.0398	0.0076
18284	0.015	0.0036
18285	0.0066	0.0012
18286	0.003	0.0004
18287	0.001	0
18288	0.001	0.0004
18289	0.0008	0.0002
18290	0.0042	0.0008
18291	0.0852	0.0222
18292	0.28	0.067
18293	0.3916	0.0944
18294	0.2966	0.0764
18295	0.1462	0.0402
18296	0.0696	0.0176
18297	0.03	0.0078
18298	0.0126	0.0028
18299	0.0048	0.001
18300	0.0022	0.0002
18301	0.0008	0
18302	0.0006	0.0002
